code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,Average_Assesment_Score,Total_no_of_material_use
CCC,2014J,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,90,N,Distinction,91.6,1260.0
CCC,2014J,F,South Region,A Level or Equivalent,20-30%,35-55,0,90,N,Withdrawn,0.0,0.0
CCC,2014J,F,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,67.22222222222223,894.0
CCC,2014J,M,North Region,Lower Than A Level,,35-55,0,120,N,Withdrawn,72.0,124.0
CCC,2014J,M,East Midlands Region,HE Qualification,90-100%,0-35,0,180,N,Pass,88.22222222222223,2270.0
CCC,2014J,M,Scotland,Lower Than A Level,30-40%,0-35,0,120,N,Fail,82.4,473.0
CCC,2014J,M,South East Region,HE Qualification,40-50%,0-35,0,120,N,Withdrawn,98.66666666666669,287.0
CCC,2014J,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,90,N,Distinction,91.11111111111113,396.0
CCC,2014J,M,London Region,A Level or Equivalent,80-90%,35-55,0,120,N,Pass,88.33333333333331,4239.0
CCC,2014J,F,London Region,Post Graduate Qualification,10-20,35-55,0,30,N,Distinction,94.33333333333331,1798.0
CCC,2014J,M,London Region,HE Qualification,80-90%,35-55,0,60,N,Distinction,99.5,2879.0
CCC,2014J,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,150,N,Withdrawn,11.0,56.0
CCC,2014J,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,64.28571428571429,428.0
CCC,2014J,M,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,Distinction,90.5,698.0
CCC,2014J,M,South Region,Lower Than A Level,90-100%,0-35,0,120,N,Withdrawn,0.0,0.0
CCC,2014J,F,Scotland,HE Qualification,60-70%,35-55,0,60,N,Distinction,96.33333333333331,3105.0
CCC,2014J,M,North Western Region,Lower Than A Level,0-10%,0-35,0,240,N,Withdrawn,0.0,0.0
CCC,2014J,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,86.0,834.0
CCC,2014J,M,South Region,Lower Than A Level,10-20,0-35,0,60,Y,Withdrawn,0.0,0.0
CCC,2014J,M,Scotland,HE Qualification,10-20,0-35,0,90,N,Pass,89.8888888888889,992.0
CCC,2014J,M,Scotland,HE Qualification,50-60%,0-35,0,60,N,Fail,78.0,158.0
CCC,2014J,M,West Midlands Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,75.22222222222223,913.0
CCC,2014J,M,West Midlands Region,HE Qualification,40-50%,0-35,0,120,N,Withdrawn,0.0,0.0
CCC,2014J,M,South West Region,A Level or Equivalent,70-80%,0-35,0,90,N,Fail,69.22222222222223,2948.0
CCC,2014J,M,South West Region,Lower Than A Level,70-80%,0-35,0,110,N,Distinction,98.33333333333331,2462.0
CCC,2014J,M,North Region,A Level or Equivalent,60-70%,0-35,0,120,N,Withdrawn,72.16666666666667,1219.0
CCC,2014J,M,South West Region,HE Qualification,60-70%,35-55,0,90,N,Withdrawn,0.0,0.0
CCC,2014J,M,Scotland,HE Qualification,70-80%,0-35,0,120,N,Withdrawn,0.0,0.0
CCC,2014J,M,South Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn,78.0,428.0
CCC,2014J,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn,76.33333333333333,1489.0
CCC,2014J,M,Scotland,Post Graduate Qualification,80-90%,0-35,0,60,N,Pass,52.125,1330.0
CCC,2014J,M,South West Region,A Level or Equivalent,0-10%,0-35,0,120,Y,Withdrawn,0.0,0.0
CCC,2014J,M,London Region,HE Qualification,30-40%,35-55,0,30,N,Pass,82.33333333333333,1036.0
CCC,2014J,F,Wales,A Level or Equivalent,40-50%,35-55,0,90,N,Distinction,92.55555555555556,1668.0
CCC,2014J,M,South East Region,A Level or Equivalent,30-40%,0-35,0,150,N,Withdrawn,24.5,337.0
CCC,2014J,M,East Anglian Region,HE Qualification,60-70%,0-35,0,60,N,Fail,92.5,163.0
CCC,2014J,M,North Region,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction,98.4,2083.0
CCC,2014J,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,120,N,Pass,53.33333333333334,610.0
CCC,2014J,M,London Region,HE Qualification,10-20,0-35,0,150,N,Withdrawn,0.0,0.0
CCC,2014J,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,84.33333333333333,1487.0
CCC,2014J,M,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,0.0,0.0
CCC,2014J,M,North Western Region,Lower Than A Level,0-10%,0-35,0,90,N,Withdrawn,0.0,0.0
CCC,2014J,M,South East Region,HE Qualification,60-70%,0-35,0,90,N,Fail,75.0,269.0
CCC,2014J,M,South West Region,A Level or Equivalent,10-20,0-35,0,120,Y,Pass,58.444444444444436,2312.0
CCC,2014J,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,0.0,0.0
CCC,2014J,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn,0.0,0.0
CCC,2014J,M,Scotland,A Level or Equivalent,70-80%,0-35,0,120,N,Fail,0.0,0.0
CCC,2014J,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,0.0,0.0
CCC,2014J,F,North Western Region,A Level or Equivalent,30-40%,0-35,0,30,N,Withdrawn,0.0,0.0
CCC,2014J,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,67.0,158.0
CCC,2014J,M,London Region,A Level or Equivalent,20-30%,35-55,0,120,N,Withdrawn,0.0,0.0
CCC,2014J,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,83.625,1340.0
CCC,2014J,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,180,N,Fail,57.66666666666666,629.0
CCC,2014J,M,Scotland,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,62.14285714285714,516.0
CCC,2014J,M,London Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,0.0,0.0
CCC,2014J,F,South East Region,A Level or Equivalent,80-90%,0-35,0,120,N,Distinction,97.77777777777777,1237.0
CCC,2014J,F,Scotland,HE Qualification,0-10%,0-35,0,150,N,Withdrawn,0.0,0.0
CCC,2014J,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,64.0,441.0
CCC,2014J,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,120,Y,Withdrawn,67.0,54.0
CCC,2014J,M,South West Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass,81.4,1383.0
CCC,2014J,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,N,Fail,46.22222222222222,2059.0
CCC,2014J,M,Wales,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn,70.5,1517.0
CCC,2014J,M,Scotland,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,84.125,1121.0
CCC,2014J,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,90,N,Withdrawn,0.0,0.0
CCC,2014J,M,North Region,Post Graduate Qualification,,0-35,0,30,N,Withdrawn,44.0,119.0
CCC,2014J,F,Wales,A Level or Equivalent,10-20,0-35,0,60,N,Fail,17.5,174.0
CCC,2014J,F,Scotland,Lower Than A Level,80-90%,35-55,0,60,N,Pass,81.33333333333333,4661.0
CCC,2014J,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,57.22222222222222,374.0
CCC,2014J,M,London Region,A Level or Equivalent,60-70%,0-35,0,120,Y,Withdrawn,96.0,282.0
CCC,2014J,F,London Region,No Formal quals,0-10%,0-35,0,60,N,Withdrawn,0.0,0.0
CCC,2014J,M,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,81.375,427.0
CCC,2014J,M,South West Region,Lower Than A Level,40-50%,0-35,0,210,Y,Withdrawn,0.0,0.0
CCC,2014J,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,67.25,335.0
CCC,2014J,M,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,59.0,1197.0
CCC,2014J,F,East Anglian Region,Post Graduate Qualification,90-100%,35-55,0,120,N,Pass,81.16666666666667,2471.0
CCC,2014J,F,London Region,HE Qualification,50-60%,0-35,0,90,N,Withdrawn,67.0,1727.0
CCC,2014J,M,Ireland,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,72.1111111111111,839.0
CCC,2014J,M,North Western Region,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn,0.0,0.0
CCC,2014J,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,90,N,Withdrawn,84.2,876.0
CCC,2014J,F,North Western Region,A Level or Equivalent,20-30%,35-55,0,120,N,Withdrawn,0.0,0.0
CCC,2014J,M,London Region,Lower Than A Level,20-30%,35-55,0,60,N,Distinction,99.33333333333331,2254.0
CCC,2014J,M,Wales,HE Qualification,40-50%,0-35,0,60,N,Pass,71.0,1199.0
CCC,2014J,F,North Western Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn,0.0,0.0
CCC,2014J,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,90,N,Withdrawn,0.0,0.0
CCC,2014J,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,0.0,0.0
CCC,2014J,F,London Region,A Level or Equivalent,30-40%,0-35,0,90,N,Withdrawn,0.0,0.0
CCC,2014J,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn,0.0,0.0
CCC,2014J,M,London Region,A Level or Equivalent,90-100%,0-35,0,120,N,Fail,59.0,789.0
CCC,2014J,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn,0.0,0.0
CCC,2014J,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,0.0,0.0
CCC,2014J,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,0.0,0.0
CCC,2014J,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,90,N,Pass,84.4,1323.0
CCC,2014J,M,West Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,0.0,0.0
CCC,2014J,M,North Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,78.22222222222223,1518.0
CCC,2014J,F,Ireland,Post Graduate Qualification,,0-35,0,30,N,Pass,71.2,763.0
CCC,2014J,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,0.0,0.0
CCC,2014J,M,North Western Region,Lower Than A Level,40-50%,0-35,0,210,N,Withdrawn,0.0,0.0
CCC,2014J,M,North Western Region,Lower Than A Level,30-40%,0-35,0,120,N,Pass,66.625,3989.0
CCC,2014J,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,270,N,Withdrawn,33.0,204.0
CCC,2014J,F,Wales,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,67.0,190.0
CCC,2014J,M,South East Region,Lower Than A Level,80-90%,0-35,0,240,N,Fail,58.25,596.0
CCC,2014J,M,London Region,Lower Than A Level,20-30%,35-55,0,60,N,Withdrawn,43.33333333333334,349.0
CCC,2014J,F,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,180,N,Distinction,91.2,4609.0
CCC,2014J,M,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,Distinction,92.44444444444444,1237.0
CCC,2014J,M,Ireland,A Level or Equivalent,70-80%,35-55,0,90,N,Withdrawn,76.83333333333333,1029.0
CCC,2014J,M,London Region,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn,0.0,0.0
CCC,2014J,F,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,90,N,Withdrawn,0.0,0.0
CCC,2014J,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,90,N,Pass,76.55555555555556,679.0
CCC,2014J,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn,0.0,0.0
CCC,2014J,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,0.0,0.0
CCC,2014J,M,North Western Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,0.0,0.0
CCC,2014J,M,Ireland,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,87.22222222222223,876.0
CCC,2014J,F,North Western Region,No Formal quals,0-10%,0-35,0,90,N,Pass,67.22222222222223,1473.0
CCC,2014J,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,90,N,Withdrawn,25.0,253.0
CCC,2014J,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,0.0,0.0
CCC,2014J,M,Yorkshire Region,A Level or Equivalent,10-20,35-55,0,120,N,Fail,66.33333333333333,1103.0
CCC,2014J,M,South West Region,A Level or Equivalent,60-70%,0-35,0,90,Y,Withdrawn,0.0,0.0
CCC,2014J,M,South Region,Post Graduate Qualification,90-100%,35-55,0,75,N,Fail,50.625,2537.0
CCC,2014J,M,South Region,Lower Than A Level,40-50%,0-35,0,90,N,Pass,66.25,7382.0
CCC,2014J,F,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,100.0,297.0
CCC,2014J,M,London Region,A Level or Equivalent,40-50%,0-35,0,90,N,Pass,83.14285714285714,708.0
CCC,2014J,M,Scotland,A Level or Equivalent,70-80%,0-35,0,90,Y,Withdrawn,0.0,0.0
CCC,2014J,M,Wales,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn,0.0,0.0
CCC,2014J,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,90,N,Withdrawn,67.0,120.0
CCC,2014J,M,South Region,HE Qualification,40-50%,0-35,0,60,N,Pass,77.0,778.0
CCC,2014J,M,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,Fail,51.0,194.0
CCC,2014J,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,56.0,102.0
CCC,2014J,M,Wales,Lower Than A Level,20-30%,0-35,0,60,N,Fail,54.8,1054.0
CCC,2014J,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,0.0,0.0
CCC,2014J,M,North Region,HE Qualification,,35-55,0,120,N,Fail,79.33333333333333,212.0
CCC,2014J,F,London Region,A Level or Equivalent,30-40%,0-35,0,150,N,Fail,50.875,1139.0
CCC,2014J,F,Scotland,HE Qualification,10-20,0-35,0,90,N,Pass,88.55555555555556,2896.0
CCC,2014J,M,South East Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn,0.0,0.0
CCC,2014J,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,0.0,0.0
CCC,2014J,M,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Distinction,91.8,1451.0
CCC,2014J,M,South Region,Lower Than A Level,60-70%,35-55,0,90,N,Withdrawn,0.0,0.0
CCC,2014J,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,120,N,Pass,48.875,447.0
CCC,2014J,F,London Region,HE Qualification,10-20,0-35,0,120,N,Withdrawn,0.0,0.0
CCC,2014J,F,Scotland,HE Qualification,70-80%,0-35,0,60,N,Withdrawn,58.75,207.0
CCC,2014J,F,South West Region,A Level or Equivalent,20-30%,0-35,0,180,N,Withdrawn,50.66666666666666,609.0
CCC,2014J,M,London Region,Lower Than A Level,30-40%,0-35,0,120,N,Pass,65.5,1001.0
CCC,2014J,F,North Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,97.33333333333331,4855.0
CCC,2014J,M,Scotland,A Level or Equivalent,50-60%,0-35,0,90,N,Withdrawn,0.0,0.0
CCC,2014J,M,London Region,A Level or Equivalent,90-100%,35-55,0,90,N,Fail,78.0,114.0
CCC,2014J,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,0.0,0.0
CCC,2014J,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,120,N,Distinction,90.2,1538.0
CCC,2014J,M,London Region,A Level or Equivalent,20-30%,0-35,0,150,N,Withdrawn,0.0,0.0
CCC,2014J,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,30,N,Withdrawn,72.5,323.0
CCC,2014J,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,30,N,Fail,0.0,0.0
CCC,2014J,M,South West Region,A Level or Equivalent,10-20,0-35,0,120,N,Fail,0.0,916.0
CCC,2014J,M,North Western Region,HE Qualification,40-50%,0-35,0,60,N,Withdrawn,0.0,0.0
CCC,2014J,M,North Western Region,HE Qualification,40-50%,0-35,0,90,N,Withdrawn,0.0,0.0
CCC,2014J,M,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,0.0,0.0
CCC,2014J,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Distinction,87.66666666666669,1661.0
CCC,2014J,M,North Region,HE Qualification,,35-55,0,120,N,Distinction,97.11111111111113,2400.0
CCC,2014J,F,London Region,A Level or Equivalent,10-20,0-35,0,120,N,Distinction,83.22222222222223,1328.0
CCC,2014J,M,West Midlands Region,Lower Than A Level,20-30%,35-55,0,120,N,Withdrawn,0.0,0.0
CCC,2014J,M,South East Region,Lower Than A Level,10-20,35-55,0,120,N,Withdrawn,0.0,0.0
CCC,2014J,M,South East Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,0.0,0.0
CCC,2014J,M,London Region,HE Qualification,50-60%,55<=,0,120,N,Distinction,99.33333333333331,3528.0
CCC,2014J,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,90,N,Distinction,97.88888888888887,2063.0
CCC,2014J,M,South Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,67.55555555555556,1555.0
CCC,2014J,M,North Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,0.0,0.0
CCC,2014J,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,90,N,Withdrawn,46.83333333333334,564.0
CCC,2014J,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,85.55555555555556,1346.0
CCC,2014J,M,South East Region,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn,0.0,0.0
CCC,2014J,M,East Anglian Region,HE Qualification,50-60%,0-35,0,30,N,Pass,73.1111111111111,1949.0
CCC,2014J,M,South East Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn,0.0,0.0
CCC,2014J,M,Wales,Lower Than A Level,50-60%,0-35,0,120,N,Fail,56.0,864.0
CCC,2014J,M,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,69.0,928.0
CCC,2014J,M,Scotland,HE Qualification,30-40%,0-35,0,60,N,Withdrawn,0.0,0.0
CCC,2014J,M,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,0.0,0.0
CCC,2014J,M,North Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,32.333333333333336,1996.0
CCC,2014J,M,London Region,HE Qualification,40-50%,0-35,0,120,N,Distinction,99.33333333333331,1748.0
CCC,2014J,M,South Region,A Level or Equivalent,80-90%,0-35,0,120,Y,Withdrawn,0.0,0.0
CCC,2014J,M,South East Region,A Level or Equivalent,30-40%,35-55,0,90,N,Withdrawn,0.0,0.0
CCC,2014J,M,North Western Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,0.0,71.0
CCC,2014J,F,North Region,A Level or Equivalent,10-20,0-35,0,180,N,Withdrawn,0.0,0.0
CCC,2014J,F,Yorkshire Region,HE Qualification,0-10%,35-55,0,120,N,Pass,78.33333333333333,571.0
CCC,2014J,F,Scotland,HE Qualification,0-10%,35-55,0,90,N,Distinction,97.0,8537.0
CCC,2014J,F,West Midlands Region,HE Qualification,20-30%,35-55,0,90,N,Withdrawn,36.0,250.0
CCC,2014J,M,North Region,A Level or Equivalent,0-10%,35-55,0,120,N,Pass,81.22222222222223,1640.0
CCC,2014J,M,South East Region,A Level or Equivalent,30-40%,0-35,0,90,N,Withdrawn,0.0,0.0
CCC,2014J,F,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,69.71428571428571,631.0
CCC,2014J,M,South East Region,Lower Than A Level,10-20,0-35,0,90,N,Withdrawn,6.0,18.0
CCC,2014J,M,Wales,HE Qualification,70-80%,0-35,0,60,N,Fail,88.0,21.0
CCC,2014J,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,0.0,0.0
CCC,2014J,F,East Anglian Region,No Formal quals,70-80%,0-35,0,60,N,Pass,84.0,585.0
CCC,2014J,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,Withdrawn,58.0,643.0
CCC,2014J,M,South West Region,Lower Than A Level,10-20,35-55,0,90,N,Withdrawn,0.0,0.0
CCC,2014J,M,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,0.0,0.0
CCC,2014J,M,Ireland,Post Graduate Qualification,,0-35,0,120,N,Pass,62.66666666666666,2002.0
CCC,2014J,M,Wales,A Level or Equivalent,30-40%,0-35,0,150,N,Distinction,93.0,912.0
CCC,2014J,F,Scotland,HE Qualification,20-30%,35-55,0,30,N,Pass,89.66666666666669,942.0
CCC,2014J,M,North Region,A Level or Equivalent,,35-55,0,60,Y,Pass,80.66666666666667,3742.0
CCC,2014J,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,120,N,Fail,0.0,0.0
CCC,2014J,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,120,N,Pass,58.6,1764.0
CCC,2014J,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,N,Fail,63.0,955.0
CCC,2014J,M,South East Region,A Level or Equivalent,50-60%,35-55,0,60,N,Withdrawn,0.0,0.0
CCC,2014J,M,London Region,A Level or Equivalent,60-70%,0-35,0,30,N,Withdrawn,0.0,0.0
CCC,2014J,F,Ireland,A Level or Equivalent,10-20,35-55,0,90,N,Withdrawn,81.4,1001.0
CCC,2014J,M,London Region,A Level or Equivalent,60-70%,0-35,0,120,Y,Distinction,89.55555555555556,3247.0
CCC,2014J,M,North Region,Lower Than A Level,0-10%,0-35,0,150,N,Withdrawn,0.0,0.0
CCC,2014J,M,Scotland,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,64.22222222222223,549.0
CCC,2014J,F,Scotland,Post Graduate Qualification,50-60%,0-35,0,90,N,Distinction,90.33333333333331,2127.0
CCC,2014J,M,South Region,Lower Than A Level,60-70%,0-35,0,30,N,Distinction,96.75,2278.0
CCC,2014J,F,South Region,A Level or Equivalent,20-30%,0-35,0,150,Y,Withdrawn,0.0,0.0
CCC,2014J,M,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,24.0,128.0
CCC,2014J,M,Ireland,Post Graduate Qualification,,0-35,0,60,N,Distinction,80.6,529.0
CCC,2014J,M,North Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,0.0,0.0
CCC,2014J,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,90,N,Withdrawn,0.0,0.0
CCC,2014J,M,South East Region,HE Qualification,60-70%,0-35,0,30,N,Distinction,91.11111111111113,4063.0
CCC,2014J,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn,0.0,0.0
CCC,2014J,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,150,N,Pass,50.875,650.0
CCC,2014J,M,West Midlands Region,Lower Than A Level,60-70%,0-35,0,120,N,Pass,91.66666666666669,1626.0
CCC,2014J,M,Wales,A Level or Equivalent,80-90%,0-35,0,120,Y,Withdrawn,0.0,0.0
CCC,2014J,M,London Region,HE Qualification,70-80%,35-55,0,150,N,Pass,85.1111111111111,4231.0
CCC,2014J,M,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,76.55555555555556,2202.0
CCC,2014J,F,North Region,Lower Than A Level,,0-35,0,120,N,Pass,85.22222222222223,2149.0
CCC,2014J,M,South East Region,A Level or Equivalent,50-60%,35-55,0,60,N,Withdrawn,33.0,282.0
CCC,2014J,M,East Anglian Region,A Level or Equivalent,10-20,0-35,0,90,Y,Withdrawn,67.0,147.0
CCC,2014J,F,South West Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,86.0,2019.0
CCC,2014J,M,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn,0.0,0.0
CCC,2014J,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,0.0,0.0
CCC,2014J,F,Scotland,A Level or Equivalent,80-90%,35-55,0,30,N,Distinction,96.11111111111113,4824.0
CCC,2014J,M,West Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,62.0,2715.0
CCC,2014J,M,Ireland,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,69.0,965.0
CCC,2014J,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,120,Y,Withdrawn,0.0,0.0
CCC,2014J,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,79.14285714285714,675.0
CCC,2014J,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,90,N,Withdrawn,87.5,591.0
CCC,2014J,M,London Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,0.0,0.0
CCC,2014J,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,0.0,0.0
CCC,2014J,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,90,N,Fail,63.85714285714285,501.0
CCC,2014J,F,Ireland,Post Graduate Qualification,,0-35,0,90,N,Pass,84.33333333333333,2582.0
CCC,2014J,F,London Region,HE Qualification,20-30%,0-35,0,60,N,Distinction,97.2,1626.0
CCC,2014J,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,81.8888888888889,793.0
CCC,2014J,M,North Region,No Formal quals,,0-35,0,60,N,Pass,80.875,419.0
CCC,2014J,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn,0.0,0.0
CCC,2014J,F,North Region,A Level or Equivalent,,0-35,0,90,N,Withdrawn,82.33333333333333,319.0
CCC,2014J,M,South West Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,100.0,254.0
CCC,2014J,M,Ireland,HE Qualification,20-30%,0-35,0,30,N,Pass,56.22222222222222,578.0
CCC,2014J,M,South Region,HE Qualification,60-70%,35-55,0,60,N,Pass,92.22222222222223,2853.0
CCC,2014J,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,120,N,Withdrawn,0.0,0.0
CCC,2014J,F,London Region,A Level or Equivalent,10-20,0-35,0,210,N,Fail,54.42857142857143,452.0
CCC,2014J,M,North Western Region,Lower Than A Level,70-80%,0-35,0,90,N,Withdrawn,67.0,226.0
CCC,2014J,M,North Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,0.0,0.0
CCC,2014J,M,Scotland,HE Qualification,0-10%,0-35,0,120,N,Withdrawn,55.8,556.0
CCC,2014J,F,North Region,HE Qualification,,35-55,0,90,N,Distinction,95.44444444444444,4334.0
CCC,2014J,M,North Western Region,A Level or Equivalent,80-90%,0-35,0,120,N,Distinction,93.0,1347.0
CCC,2014J,M,Scotland,Lower Than A Level,20-30%,0-35,0,60,N,Fail,67.0,196.0
CCC,2014J,M,South Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn,0.0,0.0
CCC,2014J,F,North Western Region,HE Qualification,0-10%,0-35,0,60,N,Distinction,85.2,748.0
CCC,2014J,M,East Anglian Region,Lower Than A Level,70-80%,35-55,0,180,N,Withdrawn,0.0,0.0
CCC,2014J,M,London Region,A Level or Equivalent,90-100%,0-35,0,150,N,Pass,66.33333333333333,514.0
